Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,extracted_at
2022-01-03 00:00:00-05:00,143.96722101651818,144.75725699875156,142.6352894390565,143.90420532226562,28646000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-04 00:00:00-05:00,144.30563743587064,145.38647525232193,142.63874318285679,143.31661987304688,28400000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-05 00:00:00-05:00,143.3369947744093,143.41589690893608,136.65548327199204,136.7418212890625,54618000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-06 00:00:00-05:00,135.97114712472833,138.89058651246134,135.5344442800259,136.7145233154297,37348000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-07 00:00:00-05:00,137.109533589017,137.41027034450386,134.74837599268508,135.989501953125,29760000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-10 00:00:00-05:00,134.06504915322984,137.7784923866588,132.1659006036538,137.62960815429688,44408000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-11 00:00:00-05:00,136.97207234315368,139.16450641786577,135.6674310302053,138.68809509277344,28730000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-12 00:00:00-05:00,140.09148951411504,141.53856351346735,139.63941518856805,140.36988830566406,26108000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-13 00:00:00-05:00,140.47857244926956,141.77876136551572,137.37105536435357,137.5477294921875,31436000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-14 00:00:00-05:00,136.05102908212427,139.68656954146815,135.97114257121223,138.4345245361328,29662000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-18 00:00:00-05:00,135.15382402606036,136.10314842718847,134.42285105215512,134.9781494140625,34872000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-19 00:00:00-05:00,135.4996873505958,136.92492316466289,134.00300044131276,134.10324096679688,28648000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-20 00:00:00-05:00,135.2282544434575,136.59394277770195,131.96738542394968,132.3078155517578,29908000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-21 00:00:00-05:00,131.59918447816986,133.85413470989914,129.11098076605415,129.37399291992188,55652000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-24 00:00:00-05:00,125.03326152435547,130.21908421614395,123.56634850498187,129.8230743408203,76622000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-25 00:00:00-05:00,127.77456517516126,128.4286198444803,125.55185757799042,125.98309326171875,46960000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-26 00:00:00-05:00,130.13574398925348,132.0026351291837,126.18856248123481,128.26388549804688,49130000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-27 00:00:00-05:00,130.3193534803954,131.65773660980562,127.9656316406239,128.03759765625,31950000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-28 00:00:00-05:00,128.68665325143462,132.35643452111876,127.52146135184636,132.35096740722656,34362000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-01-31 00:00:00-05:00,133.15591425848223,134.45708760059057,131.21805677014638,134.28884887695312,39986000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-01 00:00:00-05:00,136.56267283391475,136.75968585207823,133.36086675449982,136.61180114746094,68644000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-02 00:00:00-05:00,150.11578031488366,150.41005044814193,144.43123734697568,146.89015197753906,123200000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-03 00:00:00-05:00,144.6128476273502,148.5525777136567,141.5956363601921,142.01695251464844,71518000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-04 00:00:00-05:00,142.36879793327233,143.78856670322708,139.46126220909318,142.2184295654297,57998000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-07 00:00:00-05:00,143.16825272340563,143.16825272340563,137.85836692860573,138.15711975097656,54974000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-08 00:00:00-05:00,137.98393352600814,138.95012868811895,135.98652845498887,138.3536376953125,54284000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-09 00:00:00-05:00,139.90640076704875,141.45569926676154,139.13571933998102,140.53018188476562,40144000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-10 00:00:00-05:00,138.65586088469732,140.42349572216153,136.92245230630547,137.58047485351562,39330000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-11 00:00:00-05:00,137.56065622822797,138.1129712080033,132.39963847863444,133.27552795410156,39958000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
2022-02-14 00:00:00-05:00,132.25720762086638,135.27788715232825,132.25720762086638,134.5096893310547,34302000,0.0,0.0,GOOGL,2026-01-27 14:01:11.371457+00:00
