Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,extracted_at
2022-01-03 00:00:00-05:00,143.96722101651818,144.75725699875156,142.6352894390565,143.90420532226562,28646000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-04 00:00:00-05:00,144.3056527999595,145.3864907314866,142.63875836947292,143.31663513183594,28400000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-05 00:00:00-05:00,143.33697877967595,143.41588090539815,136.65546802283728,136.74180603027344,54618000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-06 00:00:00-05:00,135.97116230054874,138.89060201412212,135.53445940710563,136.71453857421875,37348000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-07 00:00:00-05:00,137.10951820455404,137.41025492629657,134.74836087315734,135.98948669433594,29760000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-10 00:00:00-05:00,134.0650342896381,137.77847711136317,132.16588595061782,137.6295928955078,44408000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-11 00:00:00-05:00,136.9720874131419,139.1645217290707,135.66744595665384,138.6881103515625,28730000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-12 00:00:00-05:00,140.09150474264098,141.53857889929625,139.63943036795163,140.36990356445312,26108000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-13 00:00:00-05:00,140.47858803319025,141.7787770936722,137.37107060354336,137.54774475097656,31436000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-14 00:00:00-05:00,136.05101408605333,139.68655414467383,135.97112758394667,138.43450927734375,29662000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-18 00:00:00-05:00,135.15383930470878,136.10316381315457,134.42286624816973,134.97816467285156,34872000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-19 00:00:00-05:00,135.49970276827796,136.92493874451395,134.00301568869605,134.10325622558594,28648000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-20 00:00:00-05:00,135.22827003905482,136.59395853080127,131.96740064347765,132.30783081054688,29908000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-21 00:00:00-05:00,131.59918447816986,133.85413470989914,129.11098076605415,129.37399291992188,55652000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-24 00:00:00-05:00,125.03329091598978,130.21911482681233,123.56637755178818,129.82310485839844,76622000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-25 00:00:00-05:00,127.77458065092937,128.42863539946603,125.55187278454918,125.98310852050781,46960000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-26 00:00:00-05:00,130.13572850778058,132.00261942561787,126.18854746933454,128.2638702392578,49130000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-27 00:00:00-05:00,130.31933794967972,131.6577209195891,127.96561639041133,128.03758239746094,31950000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-28 00:00:00-05:00,128.68666808776362,132.35644978053813,127.52147605383999,132.35098266601562,34362000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-01-31 00:00:00-05:00,133.15591425848223,134.45708760059057,131.21805677014638,134.28884887695312,39986000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-01 00:00:00-05:00,136.56268808721643,136.7597011273852,133.36088165017736,136.61181640625,68644000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-02 00:00:00-05:00,150.11578031488366,150.41005044814193,144.43123734697568,146.89015197753906,123200000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-03 00:00:00-05:00,144.61286316505112,148.55259367465578,141.5956515737135,142.0169677734375,71518000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-04 00:00:00-05:00,142.3688132081946,143.78858213047806,139.4612771720624,142.21844482421875,57998000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-07 00:00:00-05:00,143.16825272340563,143.16825272340563,137.85836692860573,138.15711975097656,54974000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-08 00:00:00-05:00,137.98393352600814,138.95012868811895,135.98652845498887,138.3536376953125,54284000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-09 00:00:00-05:00,139.90641595810757,141.45571462604343,139.13573444735914,140.5301971435547,40144000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-10 00:00:00-05:00,138.65586088469732,140.42349572216153,136.92245230630547,137.58047485351562,39330000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-11 00:00:00-05:00,137.56065622822797,138.1129712080033,132.39963847863444,133.27552795410156,39958000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-14 00:00:00-05:00,132.25720762086638,135.27788715232825,132.25720762086638,134.5096893310547,34302000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-15 00:00:00-05:00,136.5388523034239,137.07282740423187,134.80297510881232,135.58407592773438,26680000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-16 00:00:00-05:00,135.62178690030257,137.05049099274288,133.9122003011313,136.70510864257812,25022000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-17 00:00:00-05:00,135.22130816652052,136.08527894268366,131.48504232159402,131.5450897216797,38950000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-18 00:00:00-05:00,132.46611275498591,133.06460279138676,129.2201459554218,129.4250946044922,45620000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-22 00:00:00-05:00,128.8643488187509,131.18928131742402,127.26195393463564,128.8400421142578,44990000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-23 00:00:00-05:00,130.66126945013715,131.0607474771788,126.57117055426758,126.63121795654297,32786000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-24 00:00:00-05:00,124.01648090757979,132.00264189308302,124.01648090757979,131.69595336914062,54456000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-25 00:00:00-05:00,132.55049129326056,134.25709440677767,130.76348675698117,133.45118713378906,36406000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-02-28 00:00:00-05:00,132.05225159221422,134.73348521833475,131.5981781769132,134.04420471191406,38864000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-01 00:00:00-05:00,133.8670269115429,135.23369956009327,132.21948692768655,133.05615234375,26496000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-02 00:00:00-05:00,133.61841172309505,134.24814455333347,132.07358086324874,133.5623321533203,23520000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-03 00:00:00-05:00,134.99004795968622,135.41633147676816,132.02793179963612,132.8953857421875,24604000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-04 00:00:00-05:00,131.93066729654552,132.84773411932804,129.36007848583986,130.9173126220703,30430000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-07 00:00:00-05:00,130.50197452038165,130.74711632419786,125.3479086063169,125.4307861328125,45112000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-08 00:00:00-05:00,125.30324479087164,130.26574953506457,124.73206001019544,126.15133666992188,40428000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-09 00:00:00-05:00,130.26575405375206,132.73261936692816,128.92637143258065,132.4194793701172,37026000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-10 00:00:00-05:00,130.28164376257828,132.27259751382948,129.9307942927176,131.43641662597656,27102000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-11 00:00:00-05:00,132.48744012522693,132.79214466049783,128.6593698076574,128.89657592773438,31526000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-14 00:00:00-04:00,129.27325019146025,129.43105445194786,124.33555942411138,125.00648498535156,38812000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-15 00:00:00-04:00,126.02378891344858,128.8807121292498,124.77770327867377,128.2291259765625,30920000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-16 00:00:00-04:00,129.75262441968042,132.33311772405185,127.76910672795162,132.28102111816406,35576000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-17 00:00:00-04:00,132.15051431173177,133.07503224064973,131.19373888959393,132.83534240722656,28264000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-18 00:00:00-04:00,132.42394150815238,135.22230167112554,131.2666850458185,135.1046905517578,44566000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-21 00:00:00-04:00,135.1424031283874,136.02226032262783,133.0869344773446,135.08087158203125,26832000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-22 00:00:00-04:00,135.08087260988333,139.99226524903366,135.08087260988333,138.81912231445312,35496000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
2022-03-23 00:00:00-04:00,137.66235573176738,138.54171310581177,136.8013684687144,137.23855590820312,25154000,0.0,0.0,GOOGL,2026-01-08 10:04:45.131707+00:00
