symbol,date,open,high,low,close,volume,dividends,stock_splits,extracted_at
MSFT,2022-01-03 05:00:00,324.4789626840154,327.04305171040653,319.0895183249568,323.8984069824219,28865100,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-04 05:00:00,323.9757928660076,324.333823368685,315.54815346488107,318.344482421875,32674300,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-05 05:00:00,315.2965689226274,315.4997826044344,305.73687408915134,306.1239013671875,40054300,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-06 05:00:00,302.9986098361541,308.3687131905766,301.39241851651343,303.7049560546875,39646100,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-07 05:00:00,303.96622221255154,306.2400483826627,300.0378372243138,303.8598022460937,32720000,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-10 05:00:00,299.4572301875026,304.51769951844926,294.81284395605223,304.082275390625,44289500,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-11 05:00:00,303.2211788519228,306.34645318386146,299.84432347965804,304.7693176269531,29386800,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-12 05:00:00,309.30721526386515,312.9259655873768,306.80114975733375,307.9525756835937,34372200,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-13 05:00:00,310.0812872347779,310.477999759612,294.14519599434743,294.91925048828125,45366000,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-14 05:00:00,294.38718582980954,300.7442144807807,293.903394234362,300.1443176269531,39846400,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-18 05:00:00,294.21293945049706,299.7571705686531,291.95845475795755,292.8389587402344,42333200,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-19 05:00:00,296.36098446324274,303.73396167938847,292.8873652813076,293.4969177246094,45933900,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-20 05:00:00,299.0508745044083,301.54722556520954,291.37794866784134,291.8230285644531,35380700,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-21 05:00:00,292.8777000608215,294.25165138229846,286.0271958983454,286.43359375,57984400,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-24 05:00:00,282.727768608137,287.4785752237632,267.101279303545,286.7625732421875,85731500,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-25 05:00:00,282.06977569492784,285.4272897689935,275.92564748178614,279.13800048828125,72848600,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-26 05:00:00,298.00588813814414,298.4993649327911,283.530854268644,287.091552734375,90428900,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-27 05:00:00,292.84867784956623,297.33824766891416,288.27199957427445,290.1200866699219,53481300,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-28 05:00:00,290.49743069503995,298.4799897848547,284.9048025987013,298.2671203613281,49743700,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-01-31 05:00:00,298.93479441062544,302.25359717758414,296.4384136116129,300.89898681640625,46444500,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-01 05:00:00,300.34739077879186,300.5602601832143,295.23855460093705,298.7508850097656,40950400,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-02 05:00:00,299.59275378047863,304.90477544054625,298.86706647048936,303.298583984375,36636000,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-03 05:00:00,299.4573120730052,301.14092690312145,290.2362454519294,291.48443603515625,43730000,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-04 05:00:00,290.478047823017,298.789581209842,290.24583738111943,296.0223083496094,35096500,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-07 05:00:00,296.24484477716817,297.860691549558,290.17808160206255,291.1940612792969,28533300,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-08 05:00:00,291.48434523681885,295.65462512508105,290.2264992927546,294.6870422363281,32421200,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-09 05:00:00,299.8249328306882,301.81815140418445,297.4253459420539,301.1214904785156,31284700,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-10 05:00:00,294.18391946316234,299.0992277076315,290.95219605157683,292.5777282714844,45386200,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-11 05:00:00,293.3615038676102,294.4258511158453,284.6822828292836,285.4757080078125,39175600,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-14 05:00:00,284.24681310649265,287.13990600791016,281.9052790638438,285.4369506835937,36359500,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-15 05:00:00,290.2845344237078,291.04890359942823,287.3914416813156,290.7296142578125,27058300,0.0,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-16 05:00:00,289.2946551001704,291.7186141094078,284.7473056316936,290.3902893066406,29982100,0.62,0.0,2026-01-27 14:01:10.751124+00:00
MSFT,2022-02-17 05:00:00,287.3457853291852,287.772404486028,281.1792477537465,281.8870544433594,32461600,0.0,0.0,2026-01-27 14:01:10.751124+00:00
